x,y
106.7,100.0
112.82110611354823,102.7243457832446
117.3055658309564,107.70225910540515
119.37844592403142,114.07353590991876
118.68154412016771,120.73719315468844
115.33528793987689,126.54172324556276
109.91792432204606,130.48407932184543
103.36559615594346,131.883005911663
96.8105729094445,130.49676270145122
91.38558977148875,126.5648982642032
88.02810631600653,120.76685507307714
87.31830960157744,114.1045590256033
89.3788554427109,107.72928249539791
93.85367297666488,102.74269969373724
99.96949518451605,100.00651279917858
106.66948263738347,99.99354624916955
112.7958497305601,102.70604071730078
117.28993483527003,107.67526591562137
119.37514141649517,114.0425191313821
118.6911371333817,120.70751261530107
115.3561207613927,126.51850786556288
109.94639695394935,130.47134081512965
103.39678840941632,131.88294554499558
97.98706460197297,135.83577849456233
94.65204822998399,141.64677374482415
93.96804394687055,148.31176722874312
96.0532505280957,154.67902044450383
100.54733563280564,159.6482456428244
106.67370272598228,162.36074011095562
113.3736901788497,162.34777356094656
119.48951238670085,159.6115866663879
123.96432992065483,154.6250038647272
126.02487576178828,148.24972733452182
125.31507904735919,141.58743128704796
121.95759559187697,135.7893880959219
116.53261245392122,131.85752365867387
109.97758920742226,130.4712804484621
103.42526104131966,131.87020703827966
98.00789742348883,135.81256311456232
94.661641243198,141.61709320543665
93.96473943933431,148.28075045020634
96.03761953240934,154.65202725471997
100.52207924981751,159.6299405768805
106.64318536336573,162.3542863601251
113.34318536336573,162.3542863601251
119.46429147691396,159.62994057688047
123.94875119432213,154.6520272547199
126.02163128739714,148.28075045020628
125.32472948353342,141.6170932054366
121.97847330324258,135.81256311456227
116.56110968541175,131.8702070382796
110.00878151930915,130.47128044846204
103.4537582728102,131.85752365867384
98.02877513485446,135.78938809592188
94.67129167937225,141.58743128704793
92.89679989329954,158.24317140573257
91.12230810722684,174.8989115244172
89.34781632115414,191.55465164310183
87.57332453508144,208.21039176178647
85.79883274900874,224.8661318804711
84.02434096293604,241.52187199915574
82.24984917686334,258.17761211784034
80.47535739079063,274.83335223652495
78.70086560471793,291.48909235520955
76.92637381864523,308.14483247389416
75.15188203257253,324.80057259257876
73.5548394251071,339.7907386993949
73.53295836599109,354.8657228194281
75.08647844116233,369.86046190939027
78.19838943360334,384.6107715663136
82.83461757615366,398.9551437592757
88.94439864110377,412.73651525627764
96.4608337814384,425.8039873829417
105.30162203756372,438.0144782825885
115.3699614889602,449.234289586325
126.55560918363062,459.3405703389419
138.73608823968056,468.22266215141093
144.53250631178358,471.5829504624636
148.46174553672816,477.00983530675103
149.84481708892417,483.56552848760583
148.4427204710308,490.1171790486547
144.49774379060426,495.5326346149843
138.69159537077698,498.8760820165352
132.02760172619665,499.56975968302936
125.65732858229642,497.49379723825746
120.68158554445891,493.0069295979753
117.96020163511972,486.88450608942986
117.96344327451904,480.1845068736259
121.37257704878449,472.5347727665368
128.1490469437364,467.61338264149987
136.47819605007942,466.73822541887904
144.1295786920147,470.1436576479348
149.05424687861355,476.9177456494226
149.93343386416143,485.24647035638964
146.53170397748747,492.89949974207144
139.75999945519894,497.82744483742476
131.4317010972654,498.71066138009223
123.77702675932221,495.3126346321054
118.84580590878898,488.54331517419337
118.13600919435989,481.88101912671954
120.19655503549335,475.50574259651415
124.67137256944733,470.51915979485346
130.78719477729848,467.7829729002948
137.4871822301659,467.77000635028577
143.61354932334254,470.482500818417
148.10763442805248,475.4517260167376
150.19284100927763,481.81897923249835
149.50883672616416,488.4839727164173
146.17382035417515,494.2949679666791
140.7640965467318,498.24780091624586
134.21448800219875,499.6594056461118
128.80476419475542,503.61223859567855
125.46974782276644,509.4232338459404
124.785743539653,516.0882273298594
126.87095012087815,522.45548054562
131.3650352255881,527.4247057439406
137.49140231876473,530.1372002120719
144.19138977163215,530.1242336620628
150.3072119794833,527.3880467675042
154.78202951343727,522.4014639658435
156.84257535457073,516.0261874356381
156.13277864014162,509.3638913881643
152.7752951846594,503.56584819703824
147.35031204670364,499.6339837597902
140.79528880020467,498.24774054957845
134.24296063410208,499.646667139396
128.82559701627125,503.5890232156787
125.47934083598042,509.39355330655303
124.78243903211673,516.0572105513227
126.85531912519176,522.4284873558363
131.33977884259994,527.4064006779969
137.46088495614816,530.1307464612415
150.86088495614817,530.1307464612415
164.26088495614817,530.1307464612415
177.66088495614818,530.1307464612415
191.0608849561482,530.1307464612415
204.4608849561482,530.1307464612415
217.8608849561482,530.1307464612415
231.2608849561482,530.1307464612415
244.6608849561482,530.1307464612415
258.0608849561482,530.1307464612415
271.46088495614816,530.1307464612415
284.86088495614814,530.1307464612415
291.56088495614813,530.1307464612415
297.6819910696963,527.4064006779969
302.1664507871045,522.4284873558363
304.2393308801795,516.0572105513227
303.5424290763158,509.393553306553
300.19617289602496,503.58902321567865
294.7788092781941,499.646667139396
288.2264811120915,498.24774054957845
281.6714578655926,499.6339837597902
276.24647472763684,503.5658481970383
272.8889912721546,509.36389138816435
272.1791945577255,516.0261874356382
274.239740398859,522.4014639658436
278.71455793281297,527.3880467675043
284.83038014066415,530.1242336620629
291.5303675935316,530.137200212072
297.6567346867082,527.4247057439408
302.15081979141814,522.4554805456202
304.23602637264327,516.0882273298595
303.5520220895298,509.4232338459405
300.2170057175408,503.6122385956787
294.80728191009746,499.65940564611196
288.2576733655644,498.24780091624604
281.6999795899365,499.6213555547991
276.26739725065664,503.54271362655743
272.89869909514425,509.33424820187054
